   501      101
 0.00000E+00      4.70000E-01      8.80745E-29
 0.00000E+00      4.80000E-01      8.80745E-29
 0.00000E+00      4.90000E-01      8.80745E-29
 0.00000E+00      5.00000E-01      8.80745E-29
 0.00000E+00      5.10000E-01      8.80745E-29
 0.00000E+00      5.20000E-01      8.80745E-29
 0.00000E+00      5.30000E-01      8.80745E-29
 0.00000E+00      5.40000E-01      8.80745E-29
 0.00000E+00      5.50000E-01      8.80745E-29
 0.00000E+00      5.60000E-01      8.80745E-29
 0.00000E+00      5.70000E-01      8.80745E-29
 0.00000E+00      5.80000E-01      8.80745E-29
 0.00000E+00      5.90000E-01      8.80745E-29
 0.00000E+00      6.00000E-01      8.80745E-29
 0.00000E+00      6.10000E-01      8.80745E-29
 0.00000E+00      6.20000E-01      8.80745E-29
 0.00000E+00      6.30000E-01      8.80745E-29
 0.00000E+00      6.40000E-01      8.80745E-29
 0.00000E+00      6.50000E-01      8.80745E-29
 0.00000E+00      6.60000E-01      8.80745E-29
 0.00000E+00      6.70000E-01      8.80745E-29
 0.00000E+00      6.80000E-01      8.80745E-29
 0.00000E+00      6.90000E-01      8.80745E-29
 0.00000E+00      7.00000E-01      8.80745E-29
 0.00000E+00      7.10000E-01      8.80745E-29
 0.00000E+00      7.20000E-01      8.80745E-29
 0.00000E+00      7.30000E-01      8.80745E-29
 0.00000E+00      7.40000E-01      8.80745E-29
 0.00000E+00      7.50000E-01      8.80745E-29
 0.00000E+00      7.60000E-01      8.80745E-29
 0.00000E+00      7.70000E-01      8.80745E-29
 0.00000E+00      7.80000E-01      8.80745E-29
 0.00000E+00      7.90000E-01      8.80745E-29
 0.00000E+00      8.00000E-01      8.80745E-29
 0.00000E+00      8.10000E-01      8.80745E-29
 0.00000E+00      8.20000E-01      8.80745E-29
 0.00000E+00      8.30000E-01      8.80745E-29
 0.00000E+00      8.40000E-01      8.80745E-29
 0.00000E+00      8.50000E-01      8.80745E-29
 0.00000E+00      8.60000E-01      8.80745E-29
 0.00000E+00      8.70000E-01      8.80745E-29
 0.00000E+00      8.80000E-01      8.80745E-29
 0.00000E+00      8.90000E-01      8.80745E-29
 0.00000E+00      9.00000E-01      8.80745E-29
 0.00000E+00      9.10000E-01      8.80745E-29
 0.00000E+00      9.20000E-01      8.80745E-29
 0.00000E+00      9.30000E-01      8.80745E-29
 0.00000E+00      9.40000E-01      8.80745E-29
 0.00000E+00      9.50000E-01      8.80745E-29
 0.00000E+00      9.60000E-01      8.80745E-29
 0.00000E+00      9.70000E-01      8.80745E-29
 0.00000E+00      9.80000E-01      8.80745E-29
 0.00000E+00      9.90000E-01      8.80745E-29
 0.00000E+00      1.00000E+00      8.80745E-29
 
 2.00000E-03      0.00000E+00      2.52572E-04
 2.00000E-03      1.00000E-02      9.78493E-04
 2.00000E-03      2.00000E-02      1.49109E-03
 2.00000E-03      3.00000E-02      1.90200E-03
 2.00000E-03      4.00000E-02      2.24587E-03
 2.00000E-03      5.00000E-02      2.54001E-03
 2.00000E-03      6.00000E-02      2.79484E-03
 2.00000E-03      7.00000E-02      3.01733E-03
 2.00000E-03      8.00000E-02      3.21247E-03
 2.00000E-03      9.00000E-02      3.38402E-03
 2.00000E-03      1.00000E-01      3.53491E-03
 2.00000E-03      1.10000E-01      3.66750E-03
 2.00000E-03      1.20000E-01      3.78371E-03
 2.00000E-03      1.30000E-01      3.88517E-03
 2.00000E-03      1.40000E-01      3.97324E-03
 2.00000E-03      1.50000E-01      4.04912E-03
 2.00000E-03      1.60000E-01      4.11384E-03
 2.00000E-03      1.70000E-01      4.16831E-03
 2.00000E-03      1.80000E-01      4.21334E-03
 2.00000E-03      1.90000E-01      4.24967E-03
 2.00000E-03      2.00000E-01      4.27797E-03
 2.00000E-03      2.10000E-01      4.29885E-03
 2.00000E-03      2.20000E-01      4.31288E-03
 2.00000E-03      2.30000E-01      4.32058E-03
 2.00000E-03      2.40000E-01      4.32243E-03
 2.00000E-03      2.50000E-01      4.31891E-03
 2.00000E-03      2.60000E-01      4.31043E-03
 2.00000E-03      2.70000E-01      4.29740E-03
 2.00000E-03      2.80000E-01      4.28018E-03
 2.00000E-03      2.90000E-01      4.25911E-03
 2.00000E-03      3.00000E-01      4.23451E-03
 2.00000E-03      3.10000E-01      4.20668E-03
 2.00000E-03      3.20000E-01      4.17587E-03
 2.00000E-03      3.30000E-01      4.14233E-03
 2.00000E-03      3.40000E-01      4.10628E-03
 2.00000E-03      3.50000E-01      4.06792E-03
 2.00000E-03      3.60000E-01      4.02745E-03
 2.00000E-03      3.70000E-01      3.98502E-03
 2.00000E-03      3.80000E-01      3.94079E-03
 2.00000E-03      3.90000E-01      3.89489E-03
 2.00000E-03      4.00000E-01      3.84747E-03
 2.00000E-03      4.10000E-01      3.79861E-03
 2.00000E-03      4.20000E-01      3.74845E-03
 2.00000E-03      4.30000E-01      3.69706E-03
 2.00000E-03      4.40000E-01      3.64453E-03
 2.00000E-03      4.50000E-01      3.59095E-03
 2.00000E-03      4.60000E-01      3.53639E-03
 2.00000E-03      4.70000E-01      3.48092E-03
 2.00000E-03      4.80000E-01      3.42458E-03
 2.00000E-03      4.90000E-01      3.36745E-03
 2.00000E-03      5.00000E-01      3.30957E-03
 2.00000E-03      5.10000E-01      3.25099E-03
 2.00000E-03      5.20000E-01      3.19176E-03
 2.00000E-03      5.30000E-01      3.13191E-03
 2.00000E-03      5.40000E-01      3.07148E-03
 2.00000E-03      5.50000E-01      3.01051E-03
 2.00000E-03      5.60000E-01      2.94902E-03
 2.00000E-03      5.70000E-01      2.88706E-03
 2.00000E-03      5.80000E-01      2.82464E-03
 2.00000E-03      5.90000E-01      2.76179E-03
 2.00000E-03      6.00000E-01      2.69854E-03
 2.00000E-03      6.10000E-01      2.63491E-03
 2.00000E-03      6.20000E-01      2.57092E-03
 2.00000E-03      6.30000E-01      2.50659E-03
 2.00000E-03      6.40000E-01      2.44193E-03
 2.00000E-03      6.50000E-01      2.37698E-03
 2.00000E-03      6.60000E-01      2.31173E-03
 2.00000E-03      6.70000E-01      2.24622E-03
 2.00000E-03      6.80000E-01      2.18045E-03
 2.00000E-03      6.90000E-01      2.11443E-03
 2.00000E-03      7.00000E-01      2.04819E-03
 2.00000E-03      7.10000E-01      1.98172E-03
 2.00000E-03      7.20000E-01      1.91506E-03
 2.00000E-03      7.30000E-01      1.84819E-03
 2.00000E-03      7.40000E-01      1.78114E-03
 2.00000E-03      7.50000E-01      1.71392E-03
 2.00000E-03      7.60000E-01      0.00000E+00
 2.00000E-03      7.70000E-01      0.00000E+00
 2.00000E-03      7.80000E-01      0.00000E+00
 2.00000E-03      7.90000E-01      0.00000E+00
 2.00000E-03      8.00000E-01      0.00000E+00
 2.00000E-03      8.10000E-01      0.00000E+00
 2.00000E-03      8.20000E-01      0.00000E+00
 2.00000E-03      8.30000E-01      0.00000E+00
 2.00000E-03      8.40000E-01      0.00000E+00
 2.00000E-03      8.50000E-01      0.00000E+00
 2.00000E-03      8.60000E-01      0.00000E+00
 2.00000E-03      8.70000E-01      0.00000E+00
 2.00000E-03      8.80000E-01      0.00000E+00
 2.00000E-03      8.90000E-01      0.00000E+00
 2.00000E-03      9.00000E-01      0.00000E+00
 2.00000E-03      9.10000E-01      0.00000E+00
 2.00000E-03      9.20000E-01      0.00000E+00
 2.00000E-03      9.30000E-01      0.00000E+00
 2.00000E-03      9.40000E-01      0.00000E+00
 2.00000E-03      9.50000E-01      0.00000E+00
 2.00000E-03      9.60000E-01      0.00000E+00
 2.00000E-03      9.70000E-01      2.07407E-04
 2.00000E-03      9.80000E-01      1.38280E-04
 2.00000E-03      9.90000E-01      6.91426E-05
 2.00000E-03      1.00000E+00      6.91426E-05
 
 4.00000E-03      0.00000E+00      8.81863E-04
 4.00000E-03      1.00000E-02      2.19359E-03
 4.00000E-03      2.00000E-02      3.16953E-03
 4.00000E-03      3.00000E-02      3.96153E-03
 4.00000E-03      4.00000E-02      4.62826E-03
 4.00000E-03      5.00000E-02      5.20056E-03
 4.00000E-03      6.00000E-02      5.69749E-03
 4.00000E-03      7.00000E-02      6.13200E-03
 4.00000E-03      8.00000E-02      6.51350E-03
 4.00000E-03      9.00000E-02      6.84910E-03
 4.00000E-03      1.00000E-01      7.14441E-03
 4.00000E-03      1.10000E-01      7.40392E-03
 4.00000E-03      1.20000E-01      7.63137E-03
 4.00000E-03      1.30000E-01      7.82985E-03
 4.00000E-03      1.40000E-01      8.00205E-03
 4.00000E-03      1.50000E-01      8.15026E-03
 4.00000E-03      1.60000E-01      8.27649E-03
 4.00000E-03      1.70000E-01      8.38251E-03
 4.00000E-03      1.80000E-01      8.46992E-03
 4.00000E-03      1.90000E-01      8.54014E-03
 4.00000E-03      2.00000E-01      8.59448E-03
 4.00000E-03      2.10000E-01      8.63414E-03
 4.00000E-03      2.20000E-01      8.66021E-03
 4.00000E-03      2.30000E-01      8.67373E-03
 4.00000E-03      2.40000E-01      8.67566E-03
 4.00000E-03      2.50000E-01      8.66690E-03
 4.00000E-03      2.60000E-01      8.64829E-03
 4.00000E-03      2.70000E-01      8.62062E-03
 4.00000E-03      2.80000E-01      8.58461E-03
 4.00000E-03      2.90000E-01      8.54095E-03
 4.00000E-03      3.00000E-01      8.49027E-03
 4.00000E-03      3.10000E-01      8.43314E-03
 4.00000E-03      3.20000E-01      8.37010E-03
 4.00000E-03      3.30000E-01      8.30164E-03
 4.00000E-03      3.40000E-01      8.22820E-03
 4.00000E-03      3.50000E-01      8.15019E-03
 4.00000E-03      3.60000E-01      8.06798E-03
 4.00000E-03      3.70000E-01      7.98190E-03
 4.00000E-03      3.80000E-01      7.89227E-03
 4.00000E-03      3.90000E-01      7.79935E-03
 4.00000E-03      4.00000E-01      7.70341E-03
 4.00000E-03      4.10000E-01      7.60467E-03
 4.00000E-03      4.20000E-01      7.50334E-03
 4.00000E-03      4.30000E-01      7.39962E-03
 4.00000E-03      4.40000E-01      7.29367E-03
 4.00000E-03      4.50000E-01      7.18565E-03
 4.00000E-03      4.60000E-01      7.07572E-03
 4.00000E-03      4.70000E-01      6.96400E-03
 4.00000E-03      4.80000E-01      6.85061E-03
 4.00000E-03      4.90000E-01      6.73566E-03
 4.00000E-03      5.00000E-01      6.61927E-03
 4.00000E-03      5.10000E-01      6.50151E-03
 4.00000E-03      5.20000E-01      6.38248E-03
 4.00000E-03      5.30000E-01      6.26226E-03
 4.00000E-03      5.40000E-01      6.14092E-03
 4.00000E-03      5.50000E-01      6.01853E-03
 4.00000E-03      5.60000E-01      5.89515E-03
 4.00000E-03      5.70000E-01      5.77084E-03
 4.00000E-03      5.80000E-01      5.64566E-03
 4.00000E-03      5.90000E-01      5.51965E-03
 4.00000E-03      6.00000E-01      5.39287E-03
 4.00000E-03      6.10000E-01      5.26536E-03
 4.00000E-03      6.20000E-01      5.13716E-03
 4.00000E-03      6.30000E-01      5.00831E-03
 4.00000E-03      6.40000E-01      4.87884E-03
 4.00000E-03      6.50000E-01      4.74879E-03
 4.00000E-03      6.60000E-01      4.61819E-03
 4.00000E-03      6.70000E-01      4.48707E-03
 4.00000E-03      6.80000E-01      4.35546E-03
 4.00000E-03      6.90000E-01      4.22338E-03
 4.00000E-03      7.00000E-01      4.09087E-03
 4.00000E-03      7.10000E-01      3.95794E-03
 4.00000E-03      7.20000E-01      3.82462E-03
 4.00000E-03      7.30000E-01      3.69093E-03
 4.00000E-03      7.40000E-01      3.55689E-03
 4.00000E-03      7.50000E-01      3.42252E-03
 4.00000E-03      7.60000E-01      3.28784E-03
 4.00000E-03      7.70000E-01      3.15287E-03
 4.00000E-03      7.80000E-01      3.01762E-03
 4.00000E-03      7.90000E-01      2.88211E-03
 4.00000E-03      8.00000E-01      2.74635E-03
 4.00000E-03      8.10000E-01      2.61037E-03
 4.00000E-03      8.20000E-01      2.47417E-03
 4.00000E-03      8.30000E-01      2.33777E-03
 4.00000E-03      8.40000E-01      2.20118E-03
 4.00000E-03      8.50000E-01      2.06442E-03
 4.00000E-03      8.60000E-01      1.92749E-03
 4.00000E-03      8.70000E-01      1.79042E-03
 4.00000E-03      8.80000E-01      1.65321E-03
 4.00000E-03      8.90000E-01      1.51587E-03
 4.00000E-03      9.00000E-01      1.37842E-03
 4.00000E-03      9.10000E-01      1.24087E-03
 4.00000E-03      9.20000E-01      1.10322E-03
 4.00000E-03      9.30000E-01      9.65497E-04
 4.00000E-03      9.40000E-01      8.27699E-04
 4.00000E-03      9.50000E-01      6.89841E-04
 4.00000E-03      9.60000E-01      5.51933E-04
 4.00000E-03      9.70000E-01      4.13985E-04
 4.00000E-03      9.80000E-01      2.76006E-04
 4.00000E-03      9.90000E-01      1.38008E-04
 4.00000E-03      1.00000E+00      1.38008E-04
 
 6.00000E-03      0.00000E+00      1.81645E-03
 6.00000E-03      1.00000E-02      3.62614E-03
 6.00000E-03      2.00000E-02      5.02268E-03
 6.00000E-03      3.00000E-02      6.16805E-03
 6.00000E-03      4.00000E-02      7.13737E-03
 6.00000E-03      5.00000E-02      7.97203E-03
 6.00000E-03      6.00000E-02      8.69825E-03
 6.00000E-03      7.00000E-02      9.33413E-03
 6.00000E-03      8.00000E-02      9.89293E-03
 6.00000E-03      9.00000E-02      1.03848E-02
 6.00000E-03      1.00000E-01      1.08177E-02
 6.00000E-03      1.10000E-01      1.11981E-02
 6.00000E-03      1.20000E-01      1.15315E-02
 6.00000E-03      1.30000E-01      1.18222E-02
 6.00000E-03      1.40000E-01      1.20743E-02
 6.00000E-03      1.50000E-01      1.22910E-02
 6.00000E-03      1.60000E-01      1.24752E-02
 6.00000E-03      1.70000E-01      1.26296E-02
 6.00000E-03      1.80000E-01      1.27565E-02
 6.00000E-03      1.90000E-01      1.28580E-02
 6.00000E-03      2.00000E-01      1.29360E-02
 6.00000E-03      2.10000E-01      1.29922E-02
 6.00000E-03      2.20000E-01      1.30283E-02
 6.00000E-03      2.30000E-01      1.30457E-02
 6.00000E-03      2.40000E-01      1.30460E-02
 6.00000E-03      2.50000E-01      1.30303E-02
 6.00000E-03      2.60000E-01      1.30000E-02
 6.00000E-03      2.70000E-01      1.29563E-02
 6.00000E-03      2.80000E-01      1.29001E-02
 6.00000E-03      2.90000E-01      1.28326E-02
 6.00000E-03      3.00000E-01      1.27546E-02
 6.00000E-03      3.10000E-01      1.26671E-02
 6.00000E-03      3.20000E-01      1.25707E-02
 6.00000E-03      3.30000E-01      1.24663E-02
 6.00000E-03      3.40000E-01      1.23545E-02
 6.00000E-03      3.50000E-01      1.22359E-02
 6.00000E-03      3.60000E-01      1.21111E-02
 6.00000E-03      3.70000E-01      1.19806E-02
 6.00000E-03      3.80000E-01      1.18448E-02
 6.00000E-03      3.90000E-01      1.17041E-02
 6.00000E-03      4.00000E-01      1.15590E-02
 6.00000E-03      4.10000E-01      1.14097E-02
 6.00000E-03      4.20000E-01      1.12566E-02
 6.00000E-03      4.30000E-01      1.11000E-02
 6.00000E-03      4.40000E-01      1.09401E-02
 6.00000E-03      4.50000E-01      1.07772E-02
 6.00000E-03      4.60000E-01      1.06114E-02
 6.00000E-03      4.70000E-01      1.04430E-02
 6.00000E-03      4.80000E-01      1.02722E-02
 6.00000E-03      4.90000E-01      1.00991E-02
 6.00000E-03      5.00000E-01      9.92387E-03
 6.00000E-03      5.10000E-01      9.74664E-03
 6.00000E-03      5.20000E-01      9.56756E-03
 6.00000E-03      5.30000E-01      9.38673E-03
 6.00000E-03      5.40000E-01      9.20427E-03
 6.00000E-03      5.50000E-01      9.02028E-03
 6.00000E-03      5.60000E-01      8.83484E-03
 6.00000E-03      5.70000E-01      8.64806E-03
 6.00000E-03      5.80000E-01      8.46000E-03
 6.00000E-03      5.90000E-01      8.27075E-03
 6.00000E-03      6.00000E-01      8.08037E-03
 6.00000E-03      6.10000E-01      7.88892E-03
 6.00000E-03      6.20000E-01      7.69647E-03
 6.00000E-03      6.30000E-01      7.50308E-03
 6.00000E-03      6.40000E-01      7.30880E-03
 6.00000E-03      6.50000E-01      7.11367E-03
 6.00000E-03      6.60000E-01      6.91775E-03
 6.00000E-03      6.70000E-01      6.72108E-03
 6.00000E-03      6.80000E-01      6.52369E-03
 6.00000E-03      6.90000E-01      6.32564E-03
 6.00000E-03      7.00000E-01      6.12695E-03
 6.00000E-03      7.10000E-01      5.92767E-03
 6.00000E-03      7.20000E-01      5.72782E-03
 6.00000E-03      7.30000E-01      5.52743E-03
 6.00000E-03      7.40000E-01      5.32654E-03
 6.00000E-03      7.50000E-01      5.12517E-03
 6.00000E-03      7.60000E-01      4.92336E-03
 6.00000E-03      7.70000E-01      4.72112E-03
 6.00000E-03      7.80000E-01      4.51848E-03
 6.00000E-03      7.90000E-01      4.31547E-03
 6.00000E-03      8.00000E-01      4.11211E-03
 6.00000E-03      8.10000E-01      3.90842E-03
 6.00000E-03      8.20000E-01      3.70442E-03
 6.00000E-03      8.30000E-01      3.50013E-03
 6.00000E-03      8.40000E-01      3.29557E-03
 6.00000E-03      8.50000E-01      3.09076E-03
 6.00000E-03      8.60000E-01      2.88572E-03
 6.00000E-03      8.70000E-01      2.68047E-03
 6.00000E-03      8.80000E-01      2.47502E-03
 6.00000E-03      8.90000E-01      2.26938E-03
 6.00000E-03      9.00000E-01      2.06359E-03
 6.00000E-03      9.10000E-01      1.85764E-03
 6.00000E-03      9.20000E-01      1.65157E-03
 6.00000E-03      9.30000E-01      1.44537E-03
 6.00000E-03      9.40000E-01      1.23908E-03
 6.00000E-03      9.50000E-01      1.03270E-03
 6.00000E-03      9.60000E-01      8.26244E-04
 6.00000E-03      9.70000E-01      6.19733E-04
 6.00000E-03      9.80000E-01      4.13179E-04
 6.00000E-03      9.90000E-01      2.06597E-04
 6.00000E-03      1.00000E+00      2.06597E-04
 
 8.00000E-03      0.00000E+00      3.01887E-03
 8.00000E-03      1.00000E-02      5.26117E-03
 8.00000E-03      2.00000E-02      7.04111E-03
 8.00000E-03      3.00000E-02      8.51441E-03
 8.00000E-03      4.00000E-02      9.76727E-03
 8.00000E-03      5.00000E-02      1.08492E-02
 8.00000E-03      6.00000E-02      1.17924E-02
 8.00000E-03      7.00000E-02      1.26192E-02
 8.00000E-03      8.00000E-02      1.33464E-02
 8.00000E-03      9.00000E-02      1.39868E-02
 8.00000E-03      1.00000E-01      1.45505E-02
 8.00000E-03      1.10000E-01      1.50459E-02
 8.00000E-03      1.20000E-01      1.54799E-02
 8.00000E-03      1.30000E-01      1.58581E-02
 8.00000E-03      1.40000E-01      1.61858E-02
 8.00000E-03      1.50000E-01      1.64671E-02
 8.00000E-03      1.60000E-01      1.67059E-02
 8.00000E-03      1.70000E-01      1.69055E-02
 8.00000E-03      1.80000E-01      1.70690E-02
 8.00000E-03      1.90000E-01      1.71991E-02
 8.00000E-03      2.00000E-01      1.72982E-02
 8.00000E-03      2.10000E-01      1.73688E-02
 8.00000E-03      2.20000E-01      1.74128E-02
 8.00000E-03      2.30000E-01      1.74323E-02
 8.00000E-03      2.40000E-01      1.74291E-02
 8.00000E-03      2.50000E-01      1.74050E-02
 8.00000E-03      2.60000E-01      1.73616E-02
 8.00000E-03      2.70000E-01      1.73004E-02
 8.00000E-03      2.80000E-01      1.72228E-02
 8.00000E-03      2.90000E-01      1.71302E-02
 8.00000E-03      3.00000E-01      1.70238E-02
 8.00000E-03      3.10000E-01      1.69047E-02
 8.00000E-03      3.20000E-01      1.67741E-02
 8.00000E-03      3.30000E-01      1.66328E-02
 8.00000E-03      3.40000E-01      1.64818E-02
 8.00000E-03      3.50000E-01      1.63219E-02
 8.00000E-03      3.60000E-01      1.61537E-02
 8.00000E-03      3.70000E-01      1.59780E-02
 8.00000E-03      3.80000E-01      1.57954E-02
 8.00000E-03      3.90000E-01      1.56064E-02
 8.00000E-03      4.00000E-01      1.54115E-02
 8.00000E-03      4.10000E-01      1.52112E-02
 8.00000E-03      4.20000E-01      1.50059E-02
 8.00000E-03      4.30000E-01      1.47959E-02
 8.00000E-03      4.40000E-01      1.45817E-02
 8.00000E-03      4.50000E-01      1.43634E-02
 8.00000E-03      4.60000E-01      1.41415E-02
 8.00000E-03      4.70000E-01      1.39162E-02
 8.00000E-03      4.80000E-01      1.36876E-02
 8.00000E-03      4.90000E-01      1.34561E-02
 8.00000E-03      5.00000E-01      1.32218E-02
 8.00000E-03      5.10000E-01      1.29849E-02
 8.00000E-03      5.20000E-01      1.27456E-02
 8.00000E-03      5.30000E-01      1.25040E-02
 8.00000E-03      5.40000E-01      1.22603E-02
 8.00000E-03      5.50000E-01      1.20146E-02
 8.00000E-03      5.60000E-01      1.17671E-02
 8.00000E-03      5.70000E-01      1.15177E-02
 8.00000E-03      5.80000E-01      1.12668E-02
 8.00000E-03      5.90000E-01      1.10142E-02
 8.00000E-03      6.00000E-01      1.07602E-02
 8.00000E-03      6.10000E-01      1.05049E-02
 8.00000E-03      6.20000E-01      1.02482E-02
 8.00000E-03      6.30000E-01      9.99029E-03
 8.00000E-03      6.40000E-01      9.73125E-03
 8.00000E-03      6.50000E-01      9.47111E-03
 8.00000E-03      6.60000E-01      9.20995E-03
 8.00000E-03      6.70000E-01      8.94781E-03
 8.00000E-03      6.80000E-01      8.68476E-03
 8.00000E-03      6.90000E-01      8.42085E-03
 8.00000E-03      7.00000E-01      8.15611E-03
 8.00000E-03      7.10000E-01      7.89060E-03
 8.00000E-03      7.20000E-01      7.62437E-03
 8.00000E-03      7.30000E-01      7.35744E-03
 8.00000E-03      7.40000E-01      7.08987E-03
 8.00000E-03      7.50000E-01      6.82168E-03
 8.00000E-03      7.60000E-01      6.55292E-03
 8.00000E-03      7.70000E-01      6.28361E-03
 8.00000E-03      7.80000E-01      6.01379E-03
 8.00000E-03      7.90000E-01      5.74348E-03
 8.00000E-03      8.00000E-01      5.47273E-03
 8.00000E-03      8.10000E-01      5.20155E-03
 8.00000E-03      8.20000E-01      4.92997E-03
 8.00000E-03      8.30000E-01      4.65803E-03
 8.00000E-03      8.40000E-01      4.38574E-03
 8.00000E-03      8.50000E-01      4.11312E-03
 8.00000E-03      8.60000E-01      3.84021E-03
 8.00000E-03      8.70000E-01      3.56702E-03
 8.00000E-03      8.80000E-01      3.29358E-03
 8.00000E-03      8.90000E-01      3.01991E-03
 8.00000E-03      9.00000E-01      2.74603E-03
 8.00000E-03      9.10000E-01      2.47196E-03
 8.00000E-03      9.20000E-01      2.19772E-03
 8.00000E-03      9.30000E-01      1.92333E-03
 8.00000E-03      9.40000E-01      1.64881E-03
 8.00000E-03      9.50000E-01      1.37417E-03
 8.00000E-03      9.60000E-01      1.09945E-03
 8.00000E-03      9.70000E-01      8.24651E-04
 8.00000E-03      9.80000E-01      5.49798E-04
 8.00000E-03      9.90000E-01      2.74908E-04
 8.00000E-03      1.00000E+00      2.74908E-04
 
 1.00000E-02      0.00000E+00      4.46318E-03
 1.00000E-02      1.00000E-02      7.08606E-03
 1.00000E-02      2.00000E-02      9.21653E-03
 1.00000E-02      3.00000E-02      1.09944E-02
 1.00000E-02      4.00000E-02      1.25130E-02
 1.00000E-02      5.00000E-02      1.38278E-02
 1.00000E-02      6.00000E-02      1.49760E-02
 1.00000E-02      7.00000E-02      1.59838E-02
 1.00000E-02      8.00000E-02      1.68708E-02
 1.00000E-02      9.00000E-02      1.76522E-02
 1.00000E-02      1.00000E-01      1.83401E-02
 1.00000E-02      1.10000E-01      1.89446E-02
 1.00000E-02      1.20000E-01      1.94739E-02
 1.00000E-02      1.30000E-01      1.99350E-02
 1.00000E-02      1.40000E-01      2.03340E-02
 1.00000E-02      1.50000E-01      2.06760E-02
 1.00000E-02      1.60000E-01      2.09659E-02
 1.00000E-02      1.70000E-01      2.12076E-02
 1.00000E-02      1.80000E-01      2.14048E-02
 1.00000E-02      1.90000E-01      2.15608E-02
 1.00000E-02      2.00000E-01      2.16788E-02
 1.00000E-02      2.10000E-01      2.17615E-02
 1.00000E-02      2.20000E-01      2.18115E-02
 1.00000E-02      2.30000E-01      2.18312E-02
 1.00000E-02      2.40000E-01      2.18228E-02
 1.00000E-02      2.50000E-01      2.17887E-02
 1.00000E-02      2.60000E-01      2.17306E-02
 1.00000E-02      2.70000E-01      2.16506E-02
 1.00000E-02      2.80000E-01      2.15503E-02
 1.00000E-02      2.90000E-01      2.14315E-02
 1.00000E-02      3.00000E-01      2.12956E-02
 1.00000E-02      3.10000E-01      2.11441E-02
 1.00000E-02      3.20000E-01      2.09783E-02
 1.00000E-02      3.30000E-01      2.07993E-02
 1.00000E-02      3.40000E-01      2.06083E-02
 1.00000E-02      3.50000E-01      2.04062E-02
 1.00000E-02      3.60000E-01      2.01940E-02
 1.00000E-02      3.70000E-01      1.99726E-02
 1.00000E-02      3.80000E-01      1.97425E-02
 1.00000E-02      3.90000E-01      1.95046E-02
 1.00000E-02      4.00000E-01      1.92595E-02
 1.00000E-02      4.10000E-01      1.90077E-02
 1.00000E-02      4.20000E-01      1.87497E-02
 1.00000E-02      4.30000E-01      1.84861E-02
 1.00000E-02      4.40000E-01      1.82171E-02
 1.00000E-02      4.50000E-01      1.79433E-02
 1.00000E-02      4.60000E-01      1.76650E-02
 1.00000E-02      4.70000E-01      1.73824E-02
 1.00000E-02      4.80000E-01      1.70959E-02
 1.00000E-02      4.90000E-01      1.68058E-02
 1.00000E-02      5.00000E-01      1.65123E-02
 1.00000E-02      5.10000E-01      1.62156E-02
 1.00000E-02      5.20000E-01      1.59159E-02
 1.00000E-02      5.30000E-01      1.56135E-02
